id;src;num_pages;page_id;page_width;page_height;col;row;width;height;x1;y1;x2;y2;x3;y3;x4;y4;contents;contents_masked;correctclass;tag;description;alphabetic;numeric;symbolic;feature;rdt;rdr;rdb;rdl;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11
51841;darty25.tiff;1;1;2480;3508;726;469;20;43;726;469;746;469;746;512;726;512;6;N;SCN;SUPPLIER_CONTACT_NUMBER;Seller Contact Number;0;1;0;[0.13369441277080957, 0.29274193548387095, 0.008064516129032258, 0.01225769669327252, 0.0, 1.0, 0.0];;0.004435483870967742;0.009692132269099202;-0.004838709677419355;0.13369441277080957;0.29274193548387095;0.008064516129032258;0.01225769669327252;0.0;1.0;0.0;;0.004435483870967742;0.009692132269099202;-0.004838709677419355
51842;darty25.tiff;1;1;2480;3508;757;469;41;43;757;469;798;469;798;512;757;512;36;NN;SCN;SUPPLIER_CONTACT_NUMBER;Seller Contact Number;0;2;0;[0.13369441277080957, 0.30524193548387096, 0.01653225806451613, 0.01225769669327252, 0.0, 1.0, 0.0];;0.004435483870967742;0.009692132269099202;-0.004435483870967742;0.13369441277080957;0.30524193548387096;0.01653225806451613;0.01225769669327252;0.0;1.0;0.0;;0.004435483870967742;0.009692132269099202;-0.004435483870967742
51843;darty25.tiff;1;1;2480;3508;809;469;41;43;809;469;850;469;850;512;809;512;22;NN;SCN;SUPPLIER_CONTACT_NUMBER;Seller Contact Number;0;2;0;[0.13369441277080957, 0.32620967741935486, 0.01653225806451613, 0.01225769669327252, 0.0, 1.0, 0.0];;0.004435483870967742;0.009692132269099202;-0.004435483870967742;0.13369441277080957;0.32620967741935486;0.01653225806451613;0.01225769669327252;0.0;1.0;0.0;;0.004435483870967742;0.009692132269099202;-0.004435483870967742
51844;darty25.tiff;1;1;2480;3508;861;469;41;43;861;469;902;469;902;512;861;512;80;NN;SCN;SUPPLIER_CONTACT_NUMBER;Seller Contact Number;0;2;0;[0.13369441277080957, 0.3471774193548387, 0.01653225806451613, 0.01225769669327252, 0.0, 1.0, 0.0];;0.004435483870967742;0.009692132269099202;-0.004435483870967742;0.13369441277080957;0.3471774193548387;0.01653225806451613;0.01225769669327252;0.0;1.0;0.0;;0.004435483870967742;0.009692132269099202;-0.004435483870967742
51845;darty25.tiff;1;1;2480;3508;913;469;41;43;913;469;954;469;954;512;913;512;02;NN;SCN;SUPPLIER_CONTACT_NUMBER;Seller Contact Number;0;2;0;[0.13369441277080957, 0.3681451612903226, 0.01653225806451613, 0.01225769669327252, 0.0, 1.0, 0.0];;0.16975806451612904;0.23346636259977194;-0.004435483870967742;0.13369441277080957;0.3681451612903226;0.01653225806451613;0.01225769669327252;0.0;1.0;0.0;;0.16975806451612904;0.23346636259977194;-0.004435483870967742
51865;darty25.tiff;1;1;2480;3508;1375;498;104;43;1375;498;1479;498;1479;541;1375;541;IMANI;AAAAA;BN;BILLING_NAME;Billing Name;5;0;0;[0.1419612314709236, 0.5544354838709677, 0.041935483870967745, 0.01225769669327252, 1.0, 0.0, 0.0];-0.07041049030786774;0.004032258064516129;0.00028506271379703536;-0.16975806451612904;0.1419612314709236;0.5544354838709677;0.041935483870967745;0.01225769669327252;1.0;0.0;0.0;-0.07041049030786774;0.004032258064516129;0.00028506271379703536;-0.16975806451612904
51866;darty25.tiff;1;1;2480;3508;1489;498;133;43;1489;498;1622;498;1622;541;1489;541;GRADY;AAAAA;BN;BILLING_NAME;Billing Name;5;0;0;[0.1419612314709236, 0.6004032258064517, 0.053629032258064514, 0.01225769669327252, 1.0, 0.0, 0.0];-0.07041049030786774;;0.024800456100342077;-0.004032258064516129;0.1419612314709236;0.6004032258064517;0.053629032258064514;0.01225769669327252;1.0;0.0;0.0;-0.07041049030786774;;0.024800456100342077;-0.004032258064516129
51867;darty25.tiff;1;1;2480;3508;1375;542;31;43;1375;542;1406;542;1406;585;1375;585;6,;NS;BA;BILLING_ADDRESS;Billing Address;0;1;1;[0.15450399087799316, 0.5544354838709677, 0.0125, 0.01225769669327252, 0.0, 0.5, 0.5];-0.00028506271379703536;0.004032258064516129;0.21265678449258837;-0.18830645161290321;0.15450399087799316;0.5544354838709677;0.0125;0.01225769669327252;0.0;0.5;0.5;-0.00028506271379703536;0.004032258064516129;0.21265678449258837;-0.18830645161290321
51868;darty25.tiff;1;1;2480;3508;1416;542;147;43;1416;542;1563;542;1563;585;1416;585;CHEMIN;AAAAAA;BA;BILLING_ADDRESS;Billing Address;6;0;0;[0.15450399087799316, 0.5709677419354838, 0.059274193548387095, 0.01225769669327252, 1.0, 0.0, 0.0];;0.004838709677419355;;-0.004032258064516129;0.15450399087799316;0.5709677419354838;0.059274193548387095;0.01225769669327252;1.0;0.0;0.0;;0.004838709677419355;;-0.004032258064516129
51869;darty25.tiff;1;1;2480;3508;1575;542;52;43;1575;542;1627;542;1627;585;1575;585;DE;AA;BA;BILLING_ADDRESS;Billing Address;2;0;0;[0.15450399087799316, 0.6350806451612904, 0.020967741935483872, 0.01225769669327252, 1.0, 0.0, 0.0];;0.004032258064516129;;-0.004838709677419355;0.15450399087799316;0.6350806451612904;0.020967741935483872;0.01225769669327252;1.0;0.0;0.0;;0.004032258064516129;;-0.004838709677419355
51870;darty25.tiff;1;1;2480;3508;1637;542;175;43;1637;542;1812;542;1812;585;1637;585;PUISIEUX;AAAAAAAA;BA;BILLING_ADDRESS;Billing Address;8;0;0;[0.15450399087799316, 0.6600806451612903, 0.07056451612903226, 0.01225769669327252, 1.0, 0.0, 0.0];;;0.16676168757126567;-0.004032258064516129;0.15450399087799316;0.6600806451612903;0.07056451612903226;0.01225769669327252;1.0;0.0;0.0;;;0.16676168757126567;-0.004032258064516129
51846;darty25.tiff;1;1;2480;3508;445;546;62;43;445;546;507;546;507;589;445;589;Fax;AAA;SFAX;SUPPLIER_FAX_NUMBER;Seller Fax Number;3;0;0;[0.1556442417331813, 0.17943548387096775, 0.025, 0.01225769669327252, 1.0, 0.0, 0.0];-0.009692132269099202;0.004435483870967742;0.06955530216647662;;0.1556442417331813;0.17943548387096775;0.025;0.01225769669327252;1.0;0.0;0.0;-0.009692132269099202;0.004435483870967742;0.06955530216647662;
51847;darty25.tiff;1;1;2480;3508;518;546;10;43;518;546;528;546;528;589;518;589;:;S;SFAX;SUPPLIER_FAX_NUMBER;Seller Fax Number;0;0;1;[0.1556442417331813, 0.20887096774193548, 0.004032258064516129, 0.01225769669327252, 0.0, 0.0, 1.0];;0.008870967741935484;0.06955530216647662;-0.004435483870967742;0.1556442417331813;0.20887096774193548;0.004032258064516129;0.01225769669327252;0.0;0.0;1.0;;0.008870967741935484;0.06955530216647662;-0.004435483870967742
51849;darty25.tiff;1;1;2480;3508;550;546;63;43;550;546;613;546;613;589;550;589;+33;SNN;SFAX;SUPPLIER_FAX_NUMBER;Seller Fax Number;0;2;1;[0.1556442417331813, 0.2217741935483871, 0.025403225806451612, 0.01225769669327252, 0.0, 0.6666666666666666, 0.3333333333333333];-0.009692132269099202;0.004435483870967742;0.043614595210946405;-0.008870967741935484;0.1556442417331813;0.2217741935483871;0.025403225806451612;0.01225769669327252;0.0;0.6666666666666666;0.3333333333333333;-0.009692132269099202;0.004435483870967742;0.043614595210946405;-0.008870967741935484
51850;darty25.tiff;1;1;2480;3508;624;546;45;43;624;546;669;546;669;589;624;589;(0);SNS;SFAX;SUPPLIER_FAX_NUMBER;Seller Fax Number;0;1;2;[0.1556442417331813, 0.25161290322580643, 0.018145161290322582, 0.01225769669327252, 0.0, 0.3333333333333333, 0.6666666666666666];;0.004435483870967742;;-0.004435483870967742;0.1556442417331813;0.25161290322580643;0.018145161290322582;0.01225769669327252;0.0;0.3333333333333333;0.6666666666666666;;0.004435483870967742;;-0.004435483870967742
51851;darty25.tiff;1;1;2480;3508;680;546;20;43;680;546;700;546;700;589;680;589;6;N;SFAX;SUPPLIER_FAX_NUMBER;Seller Fax Number;0;1;0;[0.1556442417331813, 0.27419354838709675, 0.008064516129032258, 0.01225769669327252, 0.0, 1.0, 0.0];-0.009692132269099202;0.004435483870967742;;-0.004435483870967742;0.1556442417331813;0.27419354838709675;0.008064516129032258;0.01225769669327252;0.0;1.0;0.0;-0.009692132269099202;0.004435483870967742;;-0.004435483870967742
51852;darty25.tiff;1;1;2480;3508;711;546;41;43;711;546;752;546;752;589;711;589;36;NN;SFAX;SUPPLIER_FAX_NUMBER;Seller Fax Number;0;2;0;[0.1556442417331813, 0.28669354838709676, 0.01653225806451613, 0.01225769669327252, 0.0, 1.0, 0.0];-0.009692132269099202;0.004435483870967742;;-0.004435483870967742;0.1556442417331813;0.28669354838709676;0.01653225806451613;0.01225769669327252;0.0;1.0;0.0;-0.009692132269099202;0.004435483870967742;;-0.004435483870967742
51853;darty25.tiff;1;1;2480;3508;763;546;41;43;763;546;804;546;804;589;763;589;22;NN;SFAX;SUPPLIER_FAX_NUMBER;Seller Fax Number;0;2;0;[0.1556442417331813, 0.30766129032258066, 0.01653225806451613, 0.01225769669327252, 0.0, 1.0, 0.0];-0.009692132269099202;0.004435483870967742;0.06955530216647662;-0.004435483870967742;0.1556442417331813;0.30766129032258066;0.01653225806451613;0.01225769669327252;0.0;1.0;0.0;-0.009692132269099202;0.004435483870967742;0.06955530216647662;-0.004435483870967742
51854;darty25.tiff;1;1;2480;3508;815;546;41;43;815;546;856;546;856;589;815;589;86;NN;SFAX;SUPPLIER_FAX_NUMBER;Seller Fax Number;0;2;0;[0.1556442417331813, 0.3286290322580645, 0.01653225806451613, 0.01225769669327252, 0.0, 1.0, 0.0];-0.009692132269099202;0.004435483870967742;0.06955530216647662;-0.004435483870967742;0.1556442417331813;0.3286290322580645;0.01653225806451613;0.01225769669327252;0.0;1.0;0.0;-0.009692132269099202;0.004435483870967742;0.06955530216647662;-0.004435483870967742
51855;darty25.tiff;1;1;2480;3508;867;546;41;43;867;546;908;546;908;589;867;589;02;NN;SFAX;SUPPLIER_FAX_NUMBER;Seller Fax Number;0;2;0;[0.1556442417331813, 0.3495967741935484, 0.01653225806451613, 0.01225769669327252, 0.0, 1.0, 0.0];-0.009692132269099202;0.18830645161290321;;-0.004435483870967742;0.1556442417331813;0.3495967741935484;0.01653225806451613;0.01225769669327252;0.0;1.0;0.0;-0.009692132269099202;0.18830645161290321;;-0.004435483870967742
51871;darty25.tiff;1;1;2480;3508;1375;585;104;43;1375;585;1479;585;1479;628;1375;628;02120;NNNNN;BA;BILLING_ADDRESS;Billing Address;0;5;0;[0.16676168757126567, 0.5544354838709677, 0.041935483870967745, 0.01225769669327252, 0.0, 1.0, 0.0];;0.004032258064516129;;;0.16676168757126567;0.5544354838709677;0.041935483870967745;0.01225769669327252;0.0;1.0;0.0;;0.004032258064516129;;
51872;darty25.tiff;1;1;2480;3508;1489;585;206;43;1489;585;1695;585;1695;628;1489;628;COLONFAY;AAAAAAAA;BA;BILLING_ADDRESS;Billing Address;8;0;0;[0.16676168757126567, 0.6004032258064517, 0.08306451612903226, 0.01225769669327252, 1.0, 0.0, 0.0];-0.08266818700114024;;;-0.004032258064516129;0.16676168757126567;0.6004032258064517;0.08306451612903226;0.01225769669327252;1.0;0.0;0.0;-0.08266818700114024;;;-0.004032258064516129
51873;darty25.tiff;1;1;2480;3508;1375;628;154;43;1375;628;1529;628;1529;671;1375;671;FRANCE;AAAAAA;BA;BILLING_ADDRESS;Billing Address;6;0;0;[0.1790193842645382, 0.5544354838709677, 0.062096774193548386, 0.01225769669327252, 1.0, 0.0, 0.0];-0.024800456100342077;;0.14224629418472065;;0.1790193842645382;0.5544354838709677;0.062096774193548386;0.01225769669327252;1.0;0.0;0.0;-0.024800456100342077;;0.14224629418472065;
51874;darty25.tiff;1;1;2480;3508;566;742;179;44;566;742;745;742;745;786;566;786;FACTURE;AAAAAAA;undefined;OTHER;OTHER;7;0;0;[0.21151653363740022, 0.22822580645161292, 0.0721774193548387, 0.012542759407069556, 1.0, 0.0, 0.0];-0.043614595210946405;;;;0.21151653363740022;0.22822580645161292;0.0721774193548387;0.012542759407069556;1.0;0.0;0.0;-0.043614595210946405;;;
51875;darty25.tiff;1;1;2480;3508;424;833;42;44;424;833;466;833;466;877;424;877;N°;AS;undefined;OTHER;OTHER;1;0;1;[0.23745724059293044, 0.17096774193548386, 0.016935483870967744, 0.012542759407069556, 0.5, 0.0, 0.5];-0.06955530216647662;0.0004032258064516129;0.043329532497149374;;0.23745724059293044;0.17096774193548386;0.016935483870967744;0.012542759407069556;0.5;0.0;0.5;-0.06955530216647662;0.0004032258064516129;0.043329532497149374;
51876;darty25.tiff;1;1;2480;3508;467;833;158;44;467;833;625;833;625;877;467;877;INV-4855;AAASNNNN;IN;INVOICE_NUMBER;Invoice Number;3;4;1;[0.23745724059293044, 0.18830645161290321, 0.06370967741935483, 0.012542759407069556, 0.375, 0.5, 0.125];-0.06955530216647662;0.004032258064516129;;-0.0004032258064516129;0.23745724059293044;0.18830645161290321;0.06370967741935483;0.012542759407069556;0.375;0.5;0.125;-0.06955530216647662;0.004032258064516129;;-0.0004032258064516129
51878;darty25.tiff;1;1;2480;3508;635;833;45;44;635;833;680;833;680;877;635;877;du;AA;undefined;OTHER;OTHER;2;0;0;[0.23745724059293044, 0.2560483870967742, 0.018145161290322582, 0.012542759407069556, 1.0, 0.0, 0.0];;0.004838709677419355;0.043329532497149374;-0.004032258064516129;0.23745724059293044;0.2560483870967742;0.018145161290322582;0.012542759407069556;1.0;0.0;0.0;;0.004838709677419355;0.043329532497149374;-0.004032258064516129
51879;darty25.tiff;1;1;2480;3508;692;833;41;44;692;833;733;833;733;877;692;877;23;NN;IDATE;INVOICE_DATE;Invoice Date;0;2;0;[0.23745724059293044, 0.27903225806451615, 0.01653225806451613, 0.012542759407069556, 0.0, 1.0, 0.0];;0.004435483870967742;;-0.004838709677419355;0.23745724059293044;0.27903225806451615;0.01653225806451613;0.012542759407069556;0.0;1.0;0.0;;0.004435483870967742;;-0.004838709677419355
51880;darty25.tiff;1;1;2480;3508;744;833;64;44;744;833;808;833;808;877;744;877;dic,;AAAS;IDATE;INVOICE_DATE;Invoice Date;3;0;1;[0.23745724059293044, 0.3, 0.025806451612903226, 0.012542759407069556, 0.75, 0.0, 0.25];-0.06955530216647662;0.004435483870967742;0.043329532497149374;-0.004435483870967742;0.23745724059293044;0.3;0.025806451612903226;0.012542759407069556;0.75;0.0;0.25;-0.06955530216647662;0.004435483870967742;0.043329532497149374;-0.004435483870967742
51881;darty25.tiff;1;1;2480;3508;819;833;83;44;819;833;902;833;902;877;819;877;1988;NNNN;IDATE;INVOICE_DATE;Invoice Date;0;4;0;[0.23745724059293044, 0.330241935483871, 0.03346774193548387, 0.012542759407069556, 0.0, 1.0, 0.0];-0.06955530216647662;;0.12941847206385404;-0.004435483870967742;0.23745724059293044;0.330241935483871;0.03346774193548387;0.012542759407069556;0.0;1.0;0.0;-0.06955530216647662;;0.12941847206385404;-0.004435483870967742
51882;darty25.tiff;1;1;2480;3508;175;1029;102;44;175;1029;277;1029;277;1073;175;1073;Order;AAAAA;undefined;OTHER;OTHER;5;0;0;[0.2933295324971494, 0.07056451612903226, 0.04112903225806452, 0.012542759407069556, 1.0, 0.0, 0.0];;0.004032258064516129;0.02765108323831243;;0.2933295324971494;0.07056451612903226;0.04112903225806452;0.012542759407069556;1.0;0.0;0.0;;0.004032258064516129;0.02765108323831243;
