type;file;image;pdf;gedi;provider;words
invoice;amazon-177.csv;amazon-177.tiff;amazon-177.pdf;amazon-177.xml;amazon;167
invoice;amazon-178.csv;amazon-178.tiff;amazon-178.pdf;amazon-178.xml;amazon;166
invoice;amazon-179.csv;amazon-179.tiff;amazon-179.pdf;amazon-179.xml;amazon;180
invoice;amazon-18.csv;amazon-18.tiff;amazon-18.pdf;amazon-18.xml;amazon;179
invoice;amazon-180.csv;amazon-180.tiff;amazon-180.pdf;amazon-180.xml;amazon;183
invoice;amazon-181.csv;amazon-181.tiff;amazon-181.pdf;amazon-181.xml;amazon;176
invoice;amazon-182.csv;amazon-182.tiff;amazon-182.pdf;amazon-182.xml;amazon;198
invoice;amazon-183.csv;amazon-183.tiff;amazon-183.pdf;amazon-183.xml;amazon;207
invoice;amazon-184.csv;amazon-184.tiff;amazon-184.pdf;amazon-184.xml;amazon;198
invoice;amazon-185.csv;amazon-185.tiff;amazon-185.pdf;amazon-185.xml;amazon;175
invoice;amazon-186.csv;amazon-186.tiff;amazon-186.pdf;amazon-186.xml;amazon;194
invoice;amazon-187.csv;amazon-187.tiff;amazon-187.pdf;amazon-187.xml;amazon;182
invoice;amazon-188.csv;amazon-188.tiff;amazon-188.pdf;amazon-188.xml;amazon;178
invoice;amazon-189.csv;amazon-189.tiff;amazon-189.pdf;amazon-189.xml;amazon;211
invoice;amazon-19.csv;amazon-19.tiff;amazon-19.pdf;amazon-19.xml;amazon;163
invoice;amazon-190.csv;amazon-190.tiff;amazon-190.pdf;amazon-190.xml;amazon;167
invoice;amazon-191.csv;amazon-191.tiff;amazon-191.pdf;amazon-191.xml;amazon;173
invoice;amazon-192.csv;amazon-192.tiff;amazon-192.pdf;amazon-192.xml;amazon;206
invoice;amazon-193.csv;amazon-193.tiff;amazon-193.pdf;amazon-193.xml;amazon;218
invoice;amazon-194.csv;amazon-194.tiff;amazon-194.pdf;amazon-194.xml;amazon;160
invoice;amazon-195.csv;amazon-195.tiff;amazon-195.pdf;amazon-195.xml;amazon;219
invoice;amazon-196.csv;amazon-196.tiff;amazon-196.pdf;amazon-196.xml;amazon;178
invoice;amazon-197.csv;amazon-197.tiff;amazon-197.pdf;amazon-197.xml;amazon;160
invoice;amazon-198.csv;amazon-198.tiff;amazon-198.pdf;amazon-198.xml;amazon;178
invoice;amazon-199.csv;amazon-199.tiff;amazon-199.pdf;amazon-199.xml;amazon;175
invoice;amazon-2.csv;amazon-2.tiff;amazon-2.pdf;amazon-2.xml;amazon;182
invoice;amazon-20.csv;amazon-20.tiff;amazon-20.pdf;amazon-20.xml;amazon;159
invoice;amazon-200.csv;amazon-200.tiff;amazon-200.pdf;amazon-200.xml;amazon;191
invoice;amazon-201.csv;amazon-201.tiff;amazon-201.pdf;amazon-201.xml;amazon;222
invoice;amazon-202.csv;amazon-202.tiff;amazon-202.pdf;amazon-202.xml;amazon;192
invoice;amazon-203.csv;amazon-203.tiff;amazon-203.pdf;amazon-203.xml;amazon;183
invoice;amazon-204.csv;amazon-204.tiff;amazon-204.pdf;amazon-204.xml;amazon;184
invoice;amazon-205.csv;amazon-205.tiff;amazon-205.pdf;amazon-205.xml;amazon;168
invoice;amazon-206.csv;amazon-206.tiff;amazon-206.pdf;amazon-206.xml;amazon;196
invoice;amazon-207.csv;amazon-207.tiff;amazon-207.pdf;amazon-207.xml;amazon;194
invoice;amazon-208.csv;amazon-208.tiff;amazon-208.pdf;amazon-208.xml;amazon;196
invoice;amazon-209.csv;amazon-209.tiff;amazon-209.pdf;amazon-209.xml;amazon;177
invoice;amazon-21.csv;amazon-21.tiff;amazon-21.pdf;amazon-21.xml;amazon;172
invoice;amazon-210.csv;amazon-210.tiff;amazon-210.pdf;amazon-210.xml;amazon;179
invoice;amazon-211.csv;amazon-211.tiff;amazon-211.pdf;amazon-211.xml;amazon;192
invoice;amazon-212.csv;amazon-212.tiff;amazon-212.pdf;amazon-212.xml;amazon;182
invoice;amazon-213.csv;amazon-213.tiff;amazon-213.pdf;amazon-213.xml;amazon;193
invoice;amazon-214.csv;amazon-214.tiff;amazon-214.pdf;amazon-214.xml;amazon;207
invoice;amazon-215.csv;amazon-215.tiff;amazon-215.pdf;amazon-215.xml;amazon;169
invoice;amazon-216.csv;amazon-216.tiff;amazon-216.pdf;amazon-216.xml;amazon;193
invoice;amazon-217.csv;amazon-217.tiff;amazon-217.pdf;amazon-217.xml;amazon;188
invoice;amazon-218.csv;amazon-218.tiff;amazon-218.pdf;amazon-218.xml;amazon;224
invoice;amazon-219.csv;amazon-219.tiff;amazon-219.pdf;amazon-219.xml;amazon;202
invoice;amazon-22.csv;amazon-22.tiff;amazon-22.pdf;amazon-22.xml;amazon;211
invoice;amazon-220.csv;amazon-220.tiff;amazon-220.pdf;amazon-220.xml;amazon;196
invoice;amazon-221.csv;amazon-221.tiff;amazon-221.pdf;amazon-221.xml;amazon;190
invoice;amazon-222.csv;amazon-222.tiff;amazon-222.pdf;amazon-222.xml;amazon;161
invoice;amazon-223.csv;amazon-223.tiff;amazon-223.pdf;amazon-223.xml;amazon;172
invoice;amazon-224.csv;amazon-224.tiff;amazon-224.pdf;amazon-224.xml;amazon;179
invoice;amazon-225.csv;amazon-225.tiff;amazon-225.pdf;amazon-225.xml;amazon;179
invoice;amazon-226.csv;amazon-226.tiff;amazon-226.pdf;amazon-226.xml;amazon;173
invoice;amazon-227.csv;amazon-227.tiff;amazon-227.pdf;amazon-227.xml;amazon;194
invoice;amazon-228.csv;amazon-228.tiff;amazon-228.pdf;amazon-228.xml;amazon;189
invoice;amazon-229.csv;amazon-229.tiff;amazon-229.pdf;amazon-229.xml;amazon;196
invoice;amazon-23.csv;amazon-23.tiff;amazon-23.pdf;amazon-23.xml;amazon;166
invoice;amazon-230.csv;amazon-230.tiff;amazon-230.pdf;amazon-230.xml;amazon;180
invoice;amazon-231.csv;amazon-231.tiff;amazon-231.pdf;amazon-231.xml;amazon;168
invoice;amazon-232.csv;amazon-232.tiff;amazon-232.pdf;amazon-232.xml;amazon;193
invoice;amazon-233.csv;amazon-233.tiff;amazon-233.pdf;amazon-233.xml;amazon;187
invoice;amazon-234.csv;amazon-234.tiff;amazon-234.pdf;amazon-234.xml;amazon;200
invoice;amazon-235.csv;amazon-235.tiff;amazon-235.pdf;amazon-235.xml;amazon;193
invoice;amazon-236.csv;amazon-236.tiff;amazon-236.pdf;amazon-236.xml;amazon;186
invoice;amazon-237.csv;amazon-237.tiff;amazon-237.pdf;amazon-237.xml;amazon;181
invoice;amazon-238.csv;amazon-238.tiff;amazon-238.pdf;amazon-238.xml;amazon;163
invoice;amazon-239.csv;amazon-239.tiff;amazon-239.pdf;amazon-239.xml;amazon;156
invoice;amazon-24.csv;amazon-24.tiff;amazon-24.pdf;amazon-24.xml;amazon;193
invoice;amazon-240.csv;amazon-240.tiff;amazon-240.pdf;amazon-240.xml;amazon;180
invoice;amazon-241.csv;amazon-241.tiff;amazon-241.pdf;amazon-241.xml;amazon;199
invoice;amazon-242.csv;amazon-242.tiff;amazon-242.pdf;amazon-242.xml;amazon;216
invoice;amazon-243.csv;amazon-243.tiff;amazon-243.pdf;amazon-243.xml;amazon;193
invoice;amazon-244.csv;amazon-244.tiff;amazon-244.pdf;amazon-244.xml;amazon;188
invoice;amazon-245.csv;amazon-245.tiff;amazon-245.pdf;amazon-245.xml;amazon;179
invoice;amazon-246.csv;amazon-246.tiff;amazon-246.pdf;amazon-246.xml;amazon;173
invoice;amazon-247.csv;amazon-247.tiff;amazon-247.pdf;amazon-247.xml;amazon;180
invoice;amazon-248.csv;amazon-248.tiff;amazon-248.pdf;amazon-248.xml;amazon;161
invoice;amazon-249.csv;amazon-249.tiff;amazon-249.pdf;amazon-249.xml;amazon;161
invoice;amazon-25.csv;amazon-25.tiff;amazon-25.pdf;amazon-25.xml;amazon;193
invoice;amazon-250.csv;amazon-250.tiff;amazon-250.pdf;amazon-250.xml;amazon;178
invoice;amazon-26.csv;amazon-26.tiff;amazon-26.pdf;amazon-26.xml;amazon;165
invoice;amazon-27.csv;amazon-27.tiff;amazon-27.pdf;amazon-27.xml;amazon;177
invoice;amazon-28.csv;amazon-28.tiff;amazon-28.pdf;amazon-28.xml;amazon;178
invoice;amazon-29.csv;amazon-29.tiff;amazon-29.pdf;amazon-29.xml;amazon;171
invoice;amazon-3.csv;amazon-3.tiff;amazon-3.pdf;amazon-3.xml;amazon;214
invoice;amazon-30.csv;amazon-30.tiff;amazon-30.pdf;amazon-30.xml;amazon;203
invoice;amazon-31.csv;amazon-31.tiff;amazon-31.pdf;amazon-31.xml;amazon;180
invoice;amazon-32.csv;amazon-32.tiff;amazon-32.pdf;amazon-32.xml;amazon;208
invoice;amazon-33.csv;amazon-33.tiff;amazon-33.pdf;amazon-33.xml;amazon;168
invoice;amazon-34.csv;amazon-34.tiff;amazon-34.pdf;amazon-34.xml;amazon;194
invoice;amazon-35.csv;amazon-35.tiff;amazon-35.pdf;amazon-35.xml;amazon;203
invoice;amazon-36.csv;amazon-36.tiff;amazon-36.pdf;amazon-36.xml;amazon;213
invoice;amazon-37.csv;amazon-37.tiff;amazon-37.pdf;amazon-37.xml;amazon;182
invoice;amazon-38.csv;amazon-38.tiff;amazon-38.pdf;amazon-38.xml;amazon;156
invoice;amazon-39.csv;amazon-39.tiff;amazon-39.pdf;amazon-39.xml;amazon;206
invoice;amazon-4.csv;amazon-4.tiff;amazon-4.pdf;amazon-4.xml;amazon;192
invoice;amazon-40.csv;amazon-40.tiff;amazon-40.pdf;amazon-40.xml;amazon;190
invoice;amazon-41.csv;amazon-41.tiff;amazon-41.pdf;amazon-41.xml;amazon;173
invoice;amazon-42.csv;amazon-42.tiff;amazon-42.pdf;amazon-42.xml;amazon;189
invoice;amazon-43.csv;amazon-43.tiff;amazon-43.pdf;amazon-43.xml;amazon;198
invoice;amazon-44.csv;amazon-44.tiff;amazon-44.pdf;amazon-44.xml;amazon;182
invoice;amazon-45.csv;amazon-45.tiff;amazon-45.pdf;amazon-45.xml;amazon;173
invoice;amazon-46.csv;amazon-46.tiff;amazon-46.pdf;amazon-46.xml;amazon;170
invoice;amazon-47.csv;amazon-47.tiff;amazon-47.pdf;amazon-47.xml;amazon;223
invoice;amazon-48.csv;amazon-48.tiff;amazon-48.pdf;amazon-48.xml;amazon;180
invoice;amazon-49.csv;amazon-49.tiff;amazon-49.pdf;amazon-49.xml;amazon;204
invoice;amazon-5.csv;amazon-5.tiff;amazon-5.pdf;amazon-5.xml;amazon;173
invoice;amazon-50.csv;amazon-50.tiff;amazon-50.pdf;amazon-50.xml;amazon;217
invoice;amazon-51.csv;amazon-51.tiff;amazon-51.pdf;amazon-51.xml;amazon;196
invoice;amazon-52.csv;amazon-52.tiff;amazon-52.pdf;amazon-52.xml;amazon;175
invoice;amazon-53.csv;amazon-53.tiff;amazon-53.pdf;amazon-53.xml;amazon;222
invoice;amazon-54.csv;amazon-54.tiff;amazon-54.pdf;amazon-54.xml;amazon;189
invoice;amazon-55.csv;amazon-55.tiff;amazon-55.pdf;amazon-55.xml;amazon;192
invoice;amazon-56.csv;amazon-56.tiff;amazon-56.pdf;amazon-56.xml;amazon;168
invoice;amazon-57.csv;amazon-57.tiff;amazon-57.pdf;amazon-57.xml;amazon;172
invoice;amazon-58.csv;amazon-58.tiff;amazon-58.pdf;amazon-58.xml;amazon;164
invoice;amazon-59.csv;amazon-59.tiff;amazon-59.pdf;amazon-59.xml;amazon;207
invoice;amazon-6.csv;amazon-6.tiff;amazon-6.pdf;amazon-6.xml;amazon;167
invoice;amazon-60.csv;amazon-60.tiff;amazon-60.pdf;amazon-60.xml;amazon;185
invoice;amazon-61.csv;amazon-61.tiff;amazon-61.pdf;amazon-61.xml;amazon;211
invoice;amazon-62.csv;amazon-62.tiff;amazon-62.pdf;amazon-62.xml;amazon;214
invoice;amazon-63.csv;amazon-63.tiff;amazon-63.pdf;amazon-63.xml;amazon;159
invoice;amazon-64.csv;amazon-64.tiff;amazon-64.pdf;amazon-64.xml;amazon;202
invoice;amazon-65.csv;amazon-65.tiff;amazon-65.pdf;amazon-65.xml;amazon;180
invoice;amazon-66.csv;amazon-66.tiff;amazon-66.pdf;amazon-66.xml;amazon;202
invoice;amazon-67.csv;amazon-67.tiff;amazon-67.pdf;amazon-67.xml;amazon;199
invoice;amazon-68.csv;amazon-68.tiff;amazon-68.pdf;amazon-68.xml;amazon;170
invoice;amazon-69.csv;amazon-69.tiff;amazon-69.pdf;amazon-69.xml;amazon;210
invoice;amazon-7.csv;amazon-7.tiff;amazon-7.pdf;amazon-7.xml;amazon;160
invoice;amazon-70.csv;amazon-70.tiff;amazon-70.pdf;amazon-70.xml;amazon;211
invoice;amazon-71.csv;amazon-71.tiff;amazon-71.pdf;amazon-71.xml;amazon;231
invoice;amazon-72.csv;amazon-72.tiff;amazon-72.pdf;amazon-72.xml;amazon;194
invoice;amazon-73.csv;amazon-73.tiff;amazon-73.pdf;amazon-73.xml;amazon;207
invoice;amazon-74.csv;amazon-74.tiff;amazon-74.pdf;amazon-74.xml;amazon;180
invoice;amazon-75.csv;amazon-75.tiff;amazon-75.pdf;amazon-75.xml;amazon;185
invoice;amazon-76.csv;amazon-76.tiff;amazon-76.pdf;amazon-76.xml;amazon;209
invoice;amazon-77.csv;amazon-77.tiff;amazon-77.pdf;amazon-77.xml;amazon;175
invoice;amazon-78.csv;amazon-78.tiff;amazon-78.pdf;amazon-78.xml;amazon;191
invoice;amazon-79.csv;amazon-79.tiff;amazon-79.pdf;amazon-79.xml;amazon;178
invoice;amazon-8.csv;amazon-8.tiff;amazon-8.pdf;amazon-8.xml;amazon;193
invoice;amazon-80.csv;amazon-80.tiff;amazon-80.pdf;amazon-80.xml;amazon;217
invoice;amazon-81.csv;amazon-81.tiff;amazon-81.pdf;amazon-81.xml;amazon;171
invoice;amazon-82.csv;amazon-82.tiff;amazon-82.pdf;amazon-82.xml;amazon;171
invoice;amazon-83.csv;amazon-83.tiff;amazon-83.pdf;amazon-83.xml;amazon;194
invoice;amazon-84.csv;amazon-84.tiff;amazon-84.pdf;amazon-84.xml;amazon;173
invoice;amazon-85.csv;amazon-85.tiff;amazon-85.pdf;amazon-85.xml;amazon;206
invoice;amazon-86.csv;amazon-86.tiff;amazon-86.pdf;amazon-86.xml;amazon;216
invoice;amazon-87.csv;amazon-87.tiff;amazon-87.pdf;amazon-87.xml;amazon;178
invoice;amazon-88.csv;amazon-88.tiff;amazon-88.pdf;amazon-88.xml;amazon;180
invoice;amazon-89.csv;amazon-89.tiff;amazon-89.pdf;amazon-89.xml;amazon;181
invoice;amazon-9.csv;amazon-9.tiff;amazon-9.pdf;amazon-9.xml;amazon;206
invoice;amazon-90.csv;amazon-90.tiff;amazon-90.pdf;amazon-90.xml;amazon;199
invoice;amazon-91.csv;amazon-91.tiff;amazon-91.pdf;amazon-91.xml;amazon;204
invoice;amazon-92.csv;amazon-92.tiff;amazon-92.pdf;amazon-92.xml;amazon;172
invoice;amazon-93.csv;amazon-93.tiff;amazon-93.pdf;amazon-93.xml;amazon;188
invoice;amazon-94.csv;amazon-94.tiff;amazon-94.pdf;amazon-94.xml;amazon;185
invoice;amazon-95.csv;amazon-95.tiff;amazon-95.pdf;amazon-95.xml;amazon;180
invoice;amazon-96.csv;amazon-96.tiff;amazon-96.pdf;amazon-96.xml;amazon;167
invoice;amazon-97.csv;amazon-97.tiff;amazon-97.pdf;amazon-97.xml;amazon;202
invoice;amazon-98.csv;amazon-98.tiff;amazon-98.pdf;amazon-98.xml;amazon;178
invoice;amazon-99.csv;amazon-99.tiff;amazon-99.pdf;amazon-99.xml;amazon;201
invoice;bdmobilier1.csv;bdmobilier1.tiff;bdmobilier1.pdf;bdmobilier1.xml;bdmobilier;135
invoice;bdmobilier10.csv;bdmobilier10.tiff;bdmobilier10.pdf;bdmobilier10.xml;bdmobilier;166
invoice;bdmobilier100.csv;bdmobilier100.tiff;bdmobilier100.pdf;bdmobilier100.xml;bdmobilier;179
invoice;bdmobilier101.csv;bdmobilier101.tiff;bdmobilier101.pdf;bdmobilier101.xml;bdmobilier;172
invoice;bdmobilier102.csv;bdmobilier102.tiff;bdmobilier102.pdf;bdmobilier102.xml;bdmobilier;132
invoice;bdmobilier103.csv;bdmobilier103.tiff;bdmobilier103.pdf;bdmobilier103.xml;bdmobilier;167
invoice;bdmobilier104.csv;bdmobilier104.tiff;bdmobilier104.pdf;bdmobilier104.xml;bdmobilier;146
invoice;bdmobilier105.csv;bdmobilier105.tiff;bdmobilier105.pdf;bdmobilier105.xml;bdmobilier;154
invoice;bdmobilier106.csv;bdmobilier106.tiff;bdmobilier106.pdf;bdmobilier106.xml;bdmobilier;142
invoice;bdmobilier107.csv;bdmobilier107.tiff;bdmobilier107.pdf;bdmobilier107.xml;bdmobilier;151
invoice;bdmobilier108.csv;bdmobilier108.tiff;bdmobilier108.pdf;bdmobilier108.xml;bdmobilier;159
invoice;bdmobilier109.csv;bdmobilier109.tiff;bdmobilier109.pdf;bdmobilier109.xml;bdmobilier;137
invoice;bdmobilier11.csv;bdmobilier11.tiff;bdmobilier11.pdf;bdmobilier11.xml;bdmobilier;152
invoice;bdmobilier110.csv;bdmobilier110.tiff;bdmobilier110.pdf;bdmobilier110.xml;bdmobilier;162
invoice;bdmobilier111.csv;bdmobilier111.tiff;bdmobilier111.pdf;bdmobilier111.xml;bdmobilier;147
invoice;bdmobilier112.csv;bdmobilier112.tiff;bdmobilier112.pdf;bdmobilier112.xml;bdmobilier;161
invoice;bdmobilier113.csv;bdmobilier113.tiff;bdmobilier113.pdf;bdmobilier113.xml;bdmobilier;146
invoice;bdmobilier114.csv;bdmobilier114.tiff;bdmobilier114.pdf;bdmobilier114.xml;bdmobilier;160
invoice;bdmobilier115.csv;bdmobilier115.tiff;bdmobilier115.pdf;bdmobilier115.xml;bdmobilier;140
invoice;bdmobilier116.csv;bdmobilier116.tiff;bdmobilier116.pdf;bdmobilier116.xml;bdmobilier;180
invoice;bdmobilier117.csv;bdmobilier117.tiff;bdmobilier117.pdf;bdmobilier117.xml;bdmobilier;168
invoice;bdmobilier118.csv;bdmobilier118.tiff;bdmobilier118.pdf;bdmobilier118.xml;bdmobilier;147
invoice;bdmobilier119.csv;bdmobilier119.tiff;bdmobilier119.pdf;bdmobilier119.xml;bdmobilier;158
invoice;bdmobilier12.csv;bdmobilier12.tiff;bdmobilier12.pdf;bdmobilier12.xml;bdmobilier;140
invoice;bdmobilier120.csv;bdmobilier120.tiff;bdmobilier120.pdf;bdmobilier120.xml;bdmobilier;139
invoice;bdmobilier121.csv;bdmobilier121.tiff;bdmobilier121.pdf;bdmobilier121.xml;bdmobilier;152
invoice;bdmobilier122.csv;bdmobilier122.tiff;bdmobilier122.pdf;bdmobilier122.xml;bdmobilier;161
invoice;bdmobilier123.csv;bdmobilier123.tiff;bdmobilier123.pdf;bdmobilier123.xml;bdmobilier;145
invoice;bdmobilier124.csv;bdmobilier124.tiff;bdmobilier124.pdf;bdmobilier124.xml;bdmobilier;167
invoice;bdmobilier125.csv;bdmobilier125.tiff;bdmobilier125.pdf;bdmobilier125.xml;bdmobilier;178
invoice;bdmobilier126.csv;bdmobilier126.tiff;bdmobilier126.pdf;bdmobilier126.xml;bdmobilier;163
invoice;bdmobilier127.csv;bdmobilier127.tiff;bdmobilier127.pdf;bdmobilier127.xml;bdmobilier;140
invoice;bdmobilier128.csv;bdmobilier128.tiff;bdmobilier128.pdf;bdmobilier128.xml;bdmobilier;136
